accuracy,base_oracle_loss,base_oracle_match_rate,budget,causal_k,context_ablation,excess_over_base_oracle,excess_over_generated_oracle,generated_candidates,generated_oracle_accuracy,generated_oracle_loss,generated_oracle_match_rate,heldout_seed,interaction_mode,loss,normalized_utility_weight,policy,propagation_steps,reranker_steps,retriever_steps,safe_margin,safe_uses_reranker,seed,selected_generated_0_rate,selected_generated_1_rate,selected_generated_2_rate,selected_generated_3_rate,selected_generated_rate,selected_indexed_rate,selected_interaction_rate,selected_learned_rate,selected_proximity_rate,static_generated_mode_from_train_seeds,static_mode_from_train_seeds,test_samples,total_objects_n,train_reranker_loss,train_seed_count,train_static_loss,validation_samples_per_seed
0.455556,0.990119,0.055556,4,32,no_identity_no_type,0.015891,0.019177,4,0.544444,0.986833,0.011111,17,pairwise,1.00601,0.05,normalized_cross_seed_static_base_choice,40,600,400,0.005,,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,generated_2,learned,90,2048,0.959084,4,0.980855,180
0.455556,0.990119,0.0,4,32,no_identity_no_type,0.014898,0.018184,4,0.544444,0.986833,0.155556,17,pairwise,1.005017,0.05,normalized_cross_seed_static_generated_choice,40,600,400,0.005,,17,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,generated_2,learned,90,2048,0.959084,4,0.980855,180
0.488889,0.990119,0.222222,4,32,no_identity_no_type,0.016548,0.019834,4,0.544444,0.986833,0.255556,17,pairwise,1.006667,0.05,normalized_cross_seed_generated_reranker,40,600,400,0.005,,17,0.044444,0.211111,0.044444,0.011111,0.311111,0.5,0.022222,0.0,0.166667,generated_2,learned,90,2048,0.959084,4,0.980855,180
0.488889,0.990119,0.222222,4,32,no_identity_no_type,0.016548,0.019834,4,0.544444,0.986833,0.255556,17,pairwise,1.006667,0.05,normalized_cross_seed_margin_safe_reranker,40,600,400,0.005,1,17,0.044444,0.211111,0.044444,0.011111,0.311111,0.5,0.022222,0.0,0.166667,generated_2,learned,90,2048,0.959084,4,0.980855,180
0.544444,0.990119,1.0,4,32,no_identity_no_type,0.0,0.003286,4,0.544444,0.986833,0.422222,17,pairwise,0.990119,0.05,base_oracle,40,600,400,0.005,,17,0.0,0.0,0.0,0.0,0.0,0.322222,0.411111,0.055556,0.211111,generated_2,learned,90,2048,0.959084,4,0.980855,180
0.544444,0.990119,0.422222,4,32,no_identity_no_type,-0.003286,0.0,4,0.544444,0.986833,1.0,17,pairwise,0.986833,0.05,generated_oracle,40,600,400,0.005,,17,0.111111,0.222222,0.155556,0.088889,0.577778,0.266667,0.033333,0.011111,0.111111,generated_2,learned,90,2048,0.959084,4,0.980855,180
0.5,0.968346,0.033333,4,32,no_identity_keep_type,0.034473,0.039846,4,0.555556,0.962972,0.0,19,pairwise,1.002818,0.05,normalized_cross_seed_static_base_choice,40,600,400,0.005,,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,generated_2,learned,90,2048,0.962404,4,0.985134,180
0.5,0.968346,0.0,4,32,no_identity_keep_type,0.033063,0.038437,4,0.555556,0.962972,0.055556,19,pairwise,1.001409,0.05,normalized_cross_seed_static_generated_choice,40,600,400,0.005,,19,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,generated_2,learned,90,2048,0.962404,4,0.985134,180
0.466667,0.968346,0.211111,4,32,no_identity_keep_type,0.041219,0.046593,4,0.555556,0.962972,0.3,19,pairwise,1.009565,0.05,normalized_cross_seed_generated_reranker,40,600,400,0.005,,19,0.088889,0.244444,0.011111,0.055556,0.4,0.444444,0.033333,0.0,0.122222,generated_2,learned,90,2048,0.962404,4,0.985134,180
0.466667,0.968346,0.211111,4,32,no_identity_keep_type,0.041219,0.046593,4,0.555556,0.962972,0.3,19,pairwise,1.009565,0.05,normalized_cross_seed_margin_safe_reranker,40,600,400,0.005,1,19,0.088889,0.244444,0.011111,0.055556,0.4,0.444444,0.033333,0.0,0.122222,generated_2,learned,90,2048,0.962404,4,0.985134,180
0.555556,0.968346,1.0,4,32,no_identity_keep_type,0.0,0.005374,4,0.555556,0.962972,0.444444,19,pairwise,0.968346,0.05,base_oracle,40,600,400,0.005,,19,0.0,0.0,0.0,0.0,0.0,0.366667,0.2,0.033333,0.4,generated_2,learned,90,2048,0.962404,4,0.985134,180
0.555556,0.968346,0.444444,4,32,no_identity_keep_type,-0.005374,0.0,4,0.555556,0.962972,1.0,19,pairwise,0.962972,0.05,generated_oracle,40,600,400,0.005,,19,0.077778,0.388889,0.055556,0.033333,0.555556,0.322222,0.011111,0.0,0.111111,generated_2,learned,90,2048,0.962404,4,0.985134,180
0.5,0.968346,0.033333,4,32,no_identity_no_type,0.034473,0.039846,4,0.555556,0.962972,0.0,19,pairwise,1.002818,0.05,normalized_cross_seed_static_base_choice,40,600,400,0.005,,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,generated_2,learned,90,2048,0.965228,4,0.985134,180
0.5,0.968346,0.0,4,32,no_identity_no_type,0.033063,0.038437,4,0.555556,0.962972,0.055556,19,pairwise,1.001409,0.05,normalized_cross_seed_static_generated_choice,40,600,400,0.005,,19,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,generated_2,learned,90,2048,0.965228,4,0.985134,180
0.477778,0.968346,0.255556,4,32,no_identity_no_type,0.036876,0.04225,4,0.555556,0.962972,0.333333,19,pairwise,1.005222,0.05,normalized_cross_seed_generated_reranker,40,600,400,0.005,,19,0.055556,0.222222,0.033333,0.0,0.311111,0.533333,0.033333,0.0,0.122222,generated_2,learned,90,2048,0.965228,4,0.985134,180
0.477778,0.968346,0.255556,4,32,no_identity_no_type,0.036876,0.04225,4,0.555556,0.962972,0.333333,19,pairwise,1.005222,0.05,normalized_cross_seed_margin_safe_reranker,40,600,400,0.005,1,19,0.055556,0.222222,0.033333,0.0,0.311111,0.533333,0.033333,0.0,0.122222,generated_2,learned,90,2048,0.965228,4,0.985134,180
0.555556,0.968346,1.0,4,32,no_identity_no_type,0.0,0.005374,4,0.555556,0.962972,0.444444,19,pairwise,0.968346,0.05,base_oracle,40,600,400,0.005,,19,0.0,0.0,0.0,0.0,0.0,0.366667,0.2,0.033333,0.4,generated_2,learned,90,2048,0.965228,4,0.985134,180
0.555556,0.968346,0.444444,4,32,no_identity_no_type,-0.005374,0.0,4,0.555556,0.962972,1.0,19,pairwise,0.962972,0.05,generated_oracle,40,600,400,0.005,,19,0.077778,0.388889,0.055556,0.033333,0.555556,0.322222,0.011111,0.0,0.111111,generated_2,learned,90,2048,0.965228,4,0.985134,180
0.488889,0.954848,0.055556,4,32,no_identity_keep_type,0.043093,0.051761,4,0.7,0.94618,0.0,23,pairwise,0.997941,0.05,normalized_cross_seed_static_base_choice,40,600,400,0.005,,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,generated_2,learned,90,2048,0.969123,4,0.980167,180
0.522222,0.954848,0.0,4,32,no_identity_keep_type,0.040684,0.049352,4,0.7,0.94618,0.044444,23,pairwise,0.995532,0.05,normalized_cross_seed_static_generated_choice,40,600,400,0.005,,23,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,generated_2,learned,90,2048,0.969123,4,0.980167,180
0.544444,0.954848,0.333333,4,32,no_identity_keep_type,0.048476,0.057144,4,0.7,0.94618,0.322222,23,pairwise,1.003324,0.05,normalized_cross_seed_generated_reranker,40,600,400,0.005,,23,0.066667,0.144444,0.044444,0.011111,0.266667,0.566667,0.033333,0.022222,0.111111,generated_2,learned,90,2048,0.969123,4,0.980167,180
0.544444,0.954848,0.333333,4,32,no_identity_keep_type,0.048476,0.057144,4,0.7,0.94618,0.322222,23,pairwise,1.003324,0.05,normalized_cross_seed_margin_safe_reranker,40,600,400,0.005,1,23,0.066667,0.144444,0.044444,0.011111,0.266667,0.566667,0.033333,0.022222,0.111111,generated_2,learned,90,2048,0.969123,4,0.980167,180
0.711111,0.954848,1.0,4,32,no_identity_keep_type,0.0,0.008668,4,0.7,0.94618,0.544444,23,pairwise,0.954848,0.05,base_oracle,40,600,400,0.005,,23,0.0,0.0,0.0,0.0,0.0,0.4,0.211111,0.055556,0.333333,generated_2,learned,90,2048,0.969123,4,0.980167,180
0.7,0.954848,0.544444,4,32,no_identity_keep_type,-0.008668,0.0,4,0.7,0.94618,1.0,23,pairwise,0.94618,0.05,generated_oracle,40,600,400,0.005,,23,0.044444,0.333333,0.044444,0.033333,0.455556,0.4,0.0,0.0,0.144444,generated_2,learned,90,2048,0.969123,4,0.980167,180
0.488889,0.954848,0.055556,4,32,no_identity_no_type,0.043093,0.051761,4,0.7,0.94618,0.0,23,pairwise,0.997941,0.05,normalized_cross_seed_static_base_choice,40,600,400,0.005,,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,generated_2,learned,90,2048,0.964928,4,0.980167,180
0.522222,0.954848,0.0,4,32,no_identity_no_type,0.040684,0.049352,4,0.7,0.94618,0.044444,23,pairwise,0.995532,0.05,normalized_cross_seed_static_generated_choice,40,600,400,0.005,,23,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,generated_2,learned,90,2048,0.964928,4,0.980167,180
0.5,0.954848,0.233333,4,32,no_identity_no_type,0.046623,0.055291,4,0.7,0.94618,0.244444,23,pairwise,1.001472,0.05,normalized_cross_seed_generated_reranker,40,600,400,0.005,,23,0.122222,0.166667,0.111111,0.011111,0.411111,0.366667,0.011111,0.0,0.211111,generated_2,learned,90,2048,0.964928,4,0.980167,180
0.5,0.954848,0.233333,4,32,no_identity_no_type,0.046623,0.055291,4,0.7,0.94618,0.244444,23,pairwise,1.001472,0.05,normalized_cross_seed_margin_safe_reranker,40,600,400,0.005,1,23,0.122222,0.166667,0.111111,0.011111,0.411111,0.366667,0.011111,0.0,0.211111,generated_2,learned,90,2048,0.964928,4,0.980167,180
0.711111,0.954848,1.0,4,32,no_identity_no_type,0.0,0.008668,4,0.7,0.94618,0.544444,23,pairwise,0.954848,0.05,base_oracle,40,600,400,0.005,,23,0.0,0.0,0.0,0.0,0.0,0.4,0.211111,0.055556,0.333333,generated_2,learned,90,2048,0.964928,4,0.980167,180
0.7,0.954848,0.544444,4,32,no_identity_no_type,-0.008668,0.0,4,0.7,0.94618,1.0,23,pairwise,0.94618,0.05,generated_oracle,40,600,400,0.005,,23,0.044444,0.333333,0.044444,0.033333,0.455556,0.4,0.0,0.0,0.144444,generated_2,learned,90,2048,0.964928,4,0.980167,180
