adversarial_distractors,background_objects,balanced_labels,branch_accuracy,causal_k,causal_recall_mean,checkpoint,cuda_peak_mb,hidden_dim,layers,majority_accuracy,model,ms_per_sample_forward,mse,params,seed,selected_k_mean,status,total_objects_n,train_loss
0,248,True,0.333333,8,1.0,artifacts/cws_balanced_branch_8m_gpu_event_conditioned_n128_256_512/checkpoints/wpu-cws-oracle_N256_K8_D0_seed23.pt,151.48877,512,2,0.333333,wpu-cws-oracle,1.397429,1.5e-05,6853655,23,8.0,ok,256,1.09731
0,504,True,0.49,8,1.0,artifacts/cws_balanced_branch_8m_gpu_event_conditioned_n128_256_512/checkpoints/graph-transformer_N512_K8_D0_seed11.pt,207.584473,512,2,0.333333,graph-transformer,3.987508,0.000767,7375894,11,8.0,ok,512,1.064534
0,504,True,0.573333,8,1.0,artifacts/cws_balanced_branch_8m_gpu_event_conditioned_n128_256_512/checkpoints/graph-transformer_N512_K8_D0_seed13.pt,207.584473,512,2,0.333333,graph-transformer,3.668898,0.001358,7375894,13,8.0,ok,512,0.849569
0,504,True,0.333333,8,1.0,artifacts/cws_balanced_branch_8m_gpu_event_conditioned_n128_256_512/checkpoints/graph-transformer_N512_K8_D0_seed17.pt,207.584473,512,2,0.333333,graph-transformer,3.943775,0.011143,7375894,17,8.0,ok,512,1.117359
0,504,True,0.516667,8,1.0,artifacts/cws_balanced_branch_8m_gpu_event_conditioned_n128_256_512/checkpoints/graph-transformer_N512_K8_D0_seed19.pt,207.584473,512,2,0.333333,graph-transformer,3.829286,0.007902,7375894,19,8.0,ok,512,0.74551
0,504,True,0.573333,8,1.0,artifacts/cws_balanced_branch_8m_gpu_event_conditioned_n128_256_512/checkpoints/graph-transformer_N512_K8_D0_seed23.pt,207.584473,512,2,0.333333,graph-transformer,3.727686,0.01417,7375894,23,8.0,ok,512,0.90473
0,504,True,0.333333,8,1.0,artifacts/cws_balanced_branch_8m_gpu_event_conditioned_n128_256_512/checkpoints/serialized-token_N512_K8_D0_seed11.pt,199.185059,512,2,0.333333,serialized-token,0.676951,0.000177,6325778,11,8.0,ok,512,1.180122
0,504,True,0.333333,8,1.0,artifacts/cws_balanced_branch_8m_gpu_event_conditioned_n128_256_512/checkpoints/serialized-token_N512_K8_D0_seed13.pt,199.185059,512,2,0.333333,serialized-token,0.749212,5.7e-05,6325778,13,8.0,ok,512,1.196938
0,504,True,0.333333,8,1.0,artifacts/cws_balanced_branch_8m_gpu_event_conditioned_n128_256_512/checkpoints/serialized-token_N512_K8_D0_seed17.pt,199.185059,512,2,0.333333,serialized-token,0.696453,0.00014,6325778,17,8.0,ok,512,1.164692
0,504,True,0.333333,8,1.0,artifacts/cws_balanced_branch_8m_gpu_event_conditioned_n128_256_512/checkpoints/serialized-token_N512_K8_D0_seed19.pt,199.185059,512,2,0.333333,serialized-token,0.750286,0.000835,6325778,19,8.0,ok,512,1.073516
