row_type,seed,sample_index,background_objects,branch_count,total_objects,total_relations,selected_objects,selected_relations,objectification_score,full_tensor_bytes,selected_tensor_bytes,tensor_byte_reduction,full_tensorize_ms,selected_tensorize_ms,tensorize_latency_reduction,full_state_memory_bytes,selected_state_memory_bytes,selected_state_memory_reduction,branch_overlay_bytes,base_plus_overlay_bytes,full_copy_branch_bytes,branch_memory_reduction,dense_object_work_proxy,sparse_object_work_proxy,work_proxy_reduction,full_graph_forward_ms,selected_sparse_forward_ms,selected_local_dense_forward_ms,sparse_forward_latency_reduction,local_dense_forward_latency_reduction,sample_count
sample,11,0,0,1,4,4,4,4,0.990000,308,308,0.000000,0.263300,0.156800,0.404482,608,608,0.000000,272,880,608,0.000000,16,16,0.000000,1.823700,1.003933,1.847933,0.449507,0.000000,1
sample,11,0,0,3,4,4,4,4,0.990000,308,308,0.000000,0.347700,0.202700,0.417026,608,608,0.000000,816,1424,1824,0.219298,48,48,0.000000,1.718533,0.896167,2.287600,0.478528,0.000000,1
sample,11,0,0,8,4,4,4,4,0.990000,308,308,0.000000,0.196000,0.284500,0.000000,608,608,0.000000,2176,2784,4864,0.427632,128,128,0.000000,2.219867,0.981933,1.764567,0.557661,0.205102,1
sample,11,1,0,1,5,5,5,5,0.988800,374,374,0.000000,0.427600,0.230200,0.461646,760,760,0.000000,272,1032,760,0.000000,25,25,0.000000,2.107167,1.164400,2.180533,0.447410,0.000000,1
sample,11,1,0,3,5,5,5,5,0.988800,374,374,0.000000,0.307900,0.304100,0.012342,760,760,0.000000,816,1576,2280,0.308772,75,75,0.000000,1.634133,0.850267,2.183800,0.479683,0.000000,1
sample,11,1,0,8,5,5,5,5,0.988800,374,374,0.000000,0.326000,0.240300,0.262884,760,760,0.000000,2176,2936,6080,0.517105,200,200,0.000000,1.536500,0.998667,2.312833,0.350038,0.000000,1
sample,11,2,0,1,4,4,4,4,0.990000,308,308,0.000000,0.258200,0.205100,0.205654,608,608,0.000000,272,880,608,0.000000,16,16,0.000000,1.659400,1.086700,2.228133,0.345125,0.000000,1
sample,11,2,0,3,4,4,4,4,0.990000,308,308,0.000000,0.249400,0.186000,0.254210,608,608,0.000000,816,1424,1824,0.219298,48,48,0.000000,2.400867,1.303067,1.617133,0.457252,0.326438,1
sample,11,2,0,8,4,4,4,4,0.990000,308,308,0.000000,0.239500,0.182600,0.237578,608,608,0.000000,2176,2784,4864,0.427632,128,128,0.000000,1.921900,1.202300,2.837233,0.374421,0.000000,1
sample,11,3,0,1,4,4,4,4,0.990000,308,308,0.000000,0.276300,0.203400,0.263844,608,608,0.000000,272,880,608,0.000000,16,16,0.000000,2.893700,1.969000,3.834933,0.319556,0.000000,1
sample,11,3,0,3,4,4,4,4,0.990000,308,308,0.000000,0.291800,0.208300,0.286155,608,608,0.000000,816,1424,1824,0.219298,48,48,0.000000,1.783767,1.438367,2.326567,0.193635,0.000000,1
sample,11,3,0,8,4,4,4,4,0.990000,308,308,0.000000,0.379800,0.224400,0.409162,608,608,0.000000,2176,2784,4864,0.427632,128,128,0.000000,2.728500,1.046800,3.607067,0.616346,0.000000,1
sample,11,4,0,1,5,5,5,5,0.988800,374,374,0.000000,0.277300,0.229700,0.171655,760,760,0.000000,272,1032,760,0.000000,25,25,0.000000,2.621467,1.623167,2.657100,0.380817,0.000000,1
sample,11,4,0,3,5,5,5,5,0.988800,374,374,0.000000,0.284200,0.217600,0.234342,760,760,0.000000,816,1576,2280,0.308772,75,75,0.000000,2.277100,1.073600,2.583367,0.528523,0.000000,1
sample,11,4,0,8,5,5,5,5,0.988800,374,374,0.000000,0.281100,0.219100,0.220562,760,760,0.000000,2176,2936,6080,0.517105,200,200,0.000000,2.272800,1.101600,2.193200,0.515312,0.035023,1
sample,11,5,0,1,5,5,5,5,0.988800,374,374,0.000000,0.292300,0.244500,0.163531,760,760,0.000000,272,1032,760,0.000000,25,25,0.000000,1.889033,1.105800,1.997100,0.414621,0.000000,1
sample,11,5,0,3,5,5,5,5,0.988800,374,374,0.000000,0.327800,0.255600,0.220256,760,760,0.000000,816,1576,2280,0.308772,75,75,0.000000,2.239067,0.971700,2.133667,0.566025,0.047073,1
sample,11,5,0,8,5,5,5,5,0.988800,374,374,0.000000,0.310800,0.241400,0.223295,760,760,0.000000,2176,2936,6080,0.517105,200,200,0.000000,1.593033,2.059067,1.896900,0.000000,0.000000,1
sample,11,6,0,1,5,5,5,5,0.988800,374,374,0.000000,0.274900,0.577700,0.000000,760,760,0.000000,272,1032,760,0.000000,25,25,0.000000,1.567633,1.355433,1.712733,0.135363,0.000000,1
sample,11,6,0,3,5,5,5,5,0.988800,374,374,0.000000,0.200600,0.159600,0.204387,760,760,0.000000,816,1576,2280,0.308772,75,75,0.000000,1.158833,1.183267,2.197900,0.000000,0.000000,1
sample,11,6,0,8,5,5,5,5,0.988800,374,374,0.000000,0.273200,0.217300,0.204612,760,760,0.000000,2176,2936,6080,0.517105,200,200,0.000000,1.751167,1.194933,1.967600,0.317636,0.000000,1
sample,11,7,0,1,5,5,5,5,0.988800,374,374,0.000000,0.298100,0.236300,0.207313,760,760,0.000000,272,1032,760,0.000000,25,25,0.000000,1.861700,0.753033,2.083900,0.595513,0.000000,1
sample,11,7,0,3,5,5,5,5,0.988800,374,374,0.000000,0.282600,0.226200,0.199575,760,760,0.000000,816,1576,2280,0.308772,75,75,0.000000,1.515800,1.261333,1.724033,0.167876,0.000000,1
sample,11,7,0,8,5,5,5,5,0.988800,374,374,0.000000,0.271400,0.215900,0.204495,760,760,0.000000,2176,2936,6080,0.517105,200,200,0.000000,1.614833,0.947200,2.278933,0.413438,0.000000,1
sample,11,0,32,1,36,36,4,4,0.943778,2420,308,0.872727,1.260300,0.194900,0.845354,5472,608,0.888889,272,5744,5472,0.000000,1296,16,0.987654,7.220500,1.017767,2.085833,0.859045,0.711123,1
sample,11,0,32,3,36,36,4,4,0.943778,2420,308,0.872727,1.307600,0.485200,0.628939,5472,608,0.888889,816,6288,16416,0.616959,3888,48,0.987654,6.251067,0.916833,2.036067,0.853332,0.674285,1
sample,11,0,32,8,36,36,4,4,0.943778,2420,308,0.872727,1.453000,0.209800,0.855609,5472,608,0.888889,2176,7648,43776,0.825292,10368,128,0.987654,8.434300,1.319000,2.485967,0.843615,0.705255,1
sample,11,1,32,1,37,37,5,5,0.944865,2486,374,0.849558,1.309200,0.219300,0.832493,5624,760,0.864865,272,5896,5624,0.000000,1369,25,0.981738,7.539000,1.203667,1.816433,0.840341,0.759062,1
sample,11,1,32,3,37,37,5,5,0.944865,2486,374,0.849558,1.418600,0.232700,0.835965,5624,760,0.864865,816,6440,16872,0.618303,4107,75,0.981738,6.776600,1.421367,2.093167,0.790254,0.691118,1
sample,11,1,32,8,37,37,5,5,0.944865,2486,374,0.849558,1.364000,0.240100,0.823974,5624,760,0.864865,2176,7800,44992,0.826636,10952,200,0.981738,13.545633,0.995767,1.779400,0.926488,0.868637,1
sample,11,2,32,1,36,36,4,4,0.943778,2420,308,0.872727,1.286500,0.190700,0.851768,5472,608,0.888889,272,5744,5472,0.000000,1296,16,0.987654,7.296067,1.015000,1.567433,0.860884,0.785167,1
sample,11,2,32,3,36,36,4,4,0.943778,2420,308,0.872727,1.289300,0.271200,0.789653,5472,608,0.888889,816,6288,16416,0.616959,3888,48,0.987654,7.128933,0.918367,1.588500,0.871178,0.777176,1
sample,11,2,32,8,36,36,4,4,0.943778,2420,308,0.872727,1.440300,0.263500,0.817052,5472,608,0.888889,2176,7648,43776,0.825292,10368,128,0.987654,6.662500,1.170767,1.546433,0.824275,0.767890,1
sample,11,3,32,1,36,36,4,4,0.943778,2420,308,0.872727,0.973600,0.211600,0.782662,5472,608,0.888889,272,5744,5472,0.000000,1296,16,0.987654,6.523600,1.976900,2.202267,0.696962,0.662415,1
sample,11,3,32,3,36,36,4,4,0.943778,2420,308,0.872727,1.534000,0.263300,0.828357,5472,608,0.888889,816,6288,16416,0.616959,3888,48,0.987654,6.947667,1.089633,1.657600,0.843166,0.761416,1
sample,11,3,32,8,36,36,4,4,0.943778,2420,308,0.872727,1.518300,0.165900,0.890733,5472,608,0.888889,2176,7648,43776,0.825292,10368,128,0.987654,6.041333,1.137067,1.506967,0.811785,0.750557,1
sample,11,4,32,1,37,37,5,5,0.944865,2486,374,0.849558,1.335000,0.231400,0.826667,5624,760,0.864865,272,5896,5624,0.000000,1369,25,0.981738,6.099800,0.953967,1.256567,0.843607,0.793999,1
sample,11,4,32,3,37,37,5,5,0.944865,2486,374,0.849558,0.873800,0.143800,0.835431,5624,760,0.864865,816,6440,16872,0.618303,4107,75,0.981738,5.615700,1.090767,1.601433,0.805765,0.714829,1
sample,11,4,32,8,37,37,5,5,0.944865,2486,374,0.849558,1.302600,0.216500,0.833794,5624,760,0.864865,2176,7800,44992,0.826636,10952,200,0.981738,6.514300,0.896667,1.626533,0.862354,0.750313,1
sample,11,5,32,1,37,37,5,5,0.944865,2486,374,0.849558,1.280000,0.218000,0.829687,5624,760,0.864865,272,5896,5624,0.000000,1369,25,0.981738,6.186367,0.919400,1.537433,0.851383,0.751480,1
sample,11,5,32,3,37,37,5,5,0.944865,2486,374,0.849558,1.660600,0.274500,0.834698,5624,760,0.864865,816,6440,16872,0.618303,4107,75,0.981738,5.294133,0.911500,1.409000,0.827828,0.733856,1
sample,11,5,32,8,37,37,5,5,0.944865,2486,374,0.849558,1.322300,0.297100,0.775316,5624,760,0.864865,2176,7800,44992,0.826636,10952,200,0.981738,5.001667,0.751900,1.330033,0.849670,0.734082,1
sample,11,6,32,1,37,37,5,5,0.944865,2486,374,0.849558,1.318200,0.223000,0.830830,5624,760,0.864865,272,5896,5624,0.000000,1369,25,0.981738,6.654500,0.801033,2.039800,0.879625,0.693471,1
sample,11,6,32,3,37,37,5,5,0.944865,2486,374,0.849558,1.312600,0.215700,0.835670,5624,760,0.864865,816,6440,16872,0.618303,4107,75,0.981738,6.723300,1.107567,1.926467,0.835264,0.713464,1
sample,11,6,32,8,37,37,5,5,0.944865,2486,374,0.849558,1.307000,0.214800,0.835654,5624,760,0.864865,2176,7800,44992,0.826636,10952,200,0.981738,7.623267,1.294133,1.459067,0.830239,0.808603,1
sample,11,7,32,1,37,37,5,5,0.944865,2486,374,0.849558,1.299100,0.239100,0.815950,5624,760,0.864865,272,5896,5624,0.000000,1369,25,0.981738,7.780333,1.066033,1.907233,0.862984,0.754865,1
sample,11,7,32,3,37,37,5,5,0.944865,2486,374,0.849558,1.316200,0.218000,0.834372,5624,760,0.864865,816,6440,16872,0.618303,4107,75,0.981738,4.393200,0.771667,1.378500,0.824350,0.686220,1
sample,11,7,32,8,37,37,5,5,0.944865,2486,374,0.849558,1.742700,0.256200,0.852987,5624,760,0.864865,2176,7800,44992,0.826636,10952,200,0.981738,6.300433,1.043800,1.601567,0.834329,0.745801,1
sample,11,0,128,1,132,132,4,4,0.939576,8756,308,0.964824,4.467200,0.230800,0.948335,20064,608,0.969697,272,20336,20064,0.000000,17424,16,0.999082,20.996667,0.913600,1.947800,0.956488,0.907233,1
sample,11,0,128,3,132,132,4,4,0.939576,8756,308,0.964824,4.808000,0.209300,0.956468,20064,608,0.969697,816,20880,60192,0.653110,52272,48,0.999082,20.411233,0.915267,1.663033,0.955159,0.918524,1
sample,11,0,128,8,132,132,4,4,0.939576,8756,308,0.964824,4.683600,0.217300,0.953604,20064,608,0.969697,2176,22240,160512,0.861443,139392,128,0.999082,20.483133,0.666933,1.255533,0.967440,0.938704,1
sample,11,1,128,1,133,133,5,5,0.939910,8822,374,0.957606,4.363200,0.254900,0.941580,20216,760,0.962406,272,20488,20216,0.000000,17689,25,0.998587,19.770400,1.173400,1.851000,0.940649,0.906375,1
sample,11,1,128,3,133,133,5,5,0.939910,8822,374,0.957606,4.340900,0.218100,0.949757,20216,760,0.962406,816,21032,60648,0.653212,53067,75,0.998587,20.470100,0.939467,1.562233,0.954105,0.923682,1
sample,11,1,128,8,133,133,5,5,0.939910,8822,374,0.957606,4.435600,0.186100,0.958044,20216,760,0.962406,2176,22392,161728,0.861545,141512,200,0.998587,20.815633,1.287367,1.702167,0.938154,0.918227,1
sample,11,2,128,1,132,132,4,4,0.939576,8756,308,0.964824,4.339200,0.200000,0.953909,20064,608,0.969697,272,20336,20064,0.000000,17424,16,0.999082,19.351467,0.831500,1.505000,0.957032,0.922228,1
sample,11,2,128,3,132,132,4,4,0.939576,8756,308,0.964824,4.344400,0.187000,0.956956,20064,608,0.969697,816,20880,60192,0.653110,52272,48,0.999082,18.618633,0.836333,1.703533,0.955081,0.908504,1
sample,11,2,128,8,132,132,4,4,0.939576,8756,308,0.964824,4.659300,0.208600,0.955229,20064,608,0.969697,2176,22240,160512,0.861443,139392,128,0.999082,19.907500,1.126633,1.617633,0.943407,0.918743,1
sample,11,3,128,1,132,132,4,4,0.939576,8756,308,0.964824,4.478900,0.220600,0.950747,20064,608,0.969697,272,20336,20064,0.000000,17424,16,0.999082,19.311467,0.871533,1.454400,0.954870,0.924687,1
sample,11,3,128,3,132,132,4,4,0.939576,8756,308,0.964824,4.381800,0.191700,0.956251,20064,608,0.969697,816,20880,60192,0.653110,52272,48,0.999082,19.992333,1.222033,2.063100,0.938875,0.896805,1
sample,11,3,128,8,132,132,4,4,0.939576,8756,308,0.964824,4.538800,0.234400,0.948356,20064,608,0.969697,2176,22240,160512,0.861443,139392,128,0.999082,19.677267,1.491833,1.999000,0.924185,0.898411,1
sample,11,4,128,1,133,133,5,5,0.939910,8822,374,0.957606,4.356200,0.452600,0.896102,20216,760,0.962406,272,20488,20216,0.000000,17689,25,0.998587,19.448333,0.948167,1.659933,0.951247,0.914649,1
sample,11,4,128,3,133,133,5,5,0.939910,8822,374,0.957606,2.910100,0.152300,0.947665,20216,760,0.962406,816,21032,60648,0.653212,53067,75,0.998587,21.433267,1.280967,1.693267,0.940235,0.920998,1
sample,11,4,128,8,133,133,5,5,0.939910,8822,374,0.957606,4.426200,0.226600,0.948805,20216,760,0.962406,2176,22392,161728,0.861545,141512,200,0.998587,19.787933,1.102133,1.814800,0.944303,0.908288,1
sample,11,5,128,1,133,133,5,5,0.939910,8822,374,0.957606,4.315400,0.221800,0.948603,20216,760,0.962406,272,20488,20216,0.000000,17689,25,0.998587,19.354033,0.884900,1.670100,0.954278,0.913708,1
sample,11,5,128,3,133,133,5,5,0.939910,8822,374,0.957606,4.368100,0.216300,0.950482,20216,760,0.962406,816,21032,60648,0.653212,53067,75,0.998587,19.379900,0.910400,1.836100,0.953023,0.905258,1
sample,11,5,128,8,133,133,5,5,0.939910,8822,374,0.957606,3.698000,0.230300,0.937723,20216,760,0.962406,2176,22392,161728,0.861545,141512,200,0.998587,20.482067,0.940067,1.836067,0.954103,0.910357,1
sample,11,6,128,1,133,133,5,5,0.939910,8822,374,0.957606,4.448900,0.287800,0.935310,20216,760,0.962406,272,20488,20216,0.000000,17689,25,0.998587,20.484067,0.961533,1.696600,0.953059,0.917175,1
sample,11,6,128,3,133,133,5,5,0.939910,8822,374,0.957606,4.632900,0.518600,0.888061,20216,760,0.962406,816,21032,60648,0.653212,53067,75,0.998587,20.294167,0.873133,1.732833,0.956976,0.914614,1
sample,11,6,128,8,133,133,5,5,0.939910,8822,374,0.957606,4.382600,0.221800,0.949391,20216,760,0.962406,2176,22392,161728,0.861545,141512,200,0.998587,20.285433,0.923267,1.681067,0.954486,0.917129,1
sample,11,7,128,1,133,133,5,5,0.939910,8822,374,0.957606,4.291900,0.225400,0.947482,20216,760,0.962406,272,20488,20216,0.000000,17689,25,0.998587,19.334833,0.916600,1.537200,0.952593,0.920496,1
sample,11,7,128,3,133,133,5,5,0.939910,8822,374,0.957606,4.360000,0.216800,0.950275,20216,760,0.962406,816,21032,60648,0.653212,53067,75,0.998587,20.559133,0.969167,1.740033,0.952860,0.915364,1
sample,11,7,128,8,133,133,5,5,0.939910,8822,374,0.957606,4.388000,0.219900,0.949886,20216,760,0.962406,2176,22392,161728,0.861545,141512,200,0.998587,20.414900,1.417200,1.847033,0.930580,0.909525,1
sample,11,0,512,1,516,516,4,4,0.938403,34100,308,0.990968,16.942100,0.245200,0.985527,78432,608,0.992248,272,78704,78432,0.000000,266256,16,0.999940,76.074367,0.866833,1.513800,0.988605,0.980101,1
sample,11,0,512,3,516,516,4,4,0.938403,34100,308,0.990968,16.504700,0.200800,0.987834,78432,608,0.992248,816,79248,235296,0.663199,798768,48,0.999940,75.724867,0.872133,1.451733,0.988483,0.980829,1
sample,11,0,512,8,516,516,4,4,0.938403,34100,308,0.990968,15.759400,0.201000,0.987246,78432,608,0.992248,2176,80608,627456,0.871532,2130048,128,0.999940,76.300867,1.347500,1.644067,0.982340,0.978453,1
sample,11,1,512,1,517,517,5,5,0.938491,34166,374,0.989053,16.376100,0.232800,0.985784,78584,760,0.990329,272,78856,78584,0.000000,267289,25,0.999906,73.437000,1.569000,1.731800,0.978635,0.976418,1
sample,11,1,512,3,517,517,5,5,0.938491,34166,374,0.989053,15.138900,0.306900,0.979728,78584,760,0.990329,816,79400,235752,0.663205,801867,75,0.999906,88.792300,1.134667,2.147767,0.987221,0.975811,1
sample,11,1,512,8,517,517,5,5,0.938491,34166,374,0.989053,17.357700,0.251100,0.985534,78584,760,0.990329,2176,80760,628672,0.871539,2138312,200,0.999906,76.400933,0.878900,1.598767,0.988496,0.979074,1
sample,11,2,512,1,516,516,4,4,0.938403,34100,308,0.990968,16.373200,0.220200,0.986551,78432,608,0.992248,272,78704,78432,0.000000,266256,16,0.999940,75.514467,0.840100,1.457800,0.988875,0.980695,1
sample,11,2,512,3,516,516,4,4,0.938403,34100,308,0.990968,16.117700,0.204800,0.987293,78432,608,0.992248,816,79248,235296,0.663199,798768,48,0.999940,78.248967,1.160100,1.599633,0.985174,0.979557,1
sample,11,2,512,8,516,516,4,4,0.938403,34100,308,0.990968,16.335700,0.290900,0.982192,78432,608,0.992248,2176,80608,627456,0.871532,2130048,128,0.999940,75.212667,0.832500,1.802233,0.988931,0.976038,1
sample,11,3,512,1,516,516,4,4,0.938403,34100,308,0.990968,16.320500,0.248200,0.984792,78432,608,0.992248,272,78704,78432,0.000000,266256,16,0.999940,77.520067,1.095267,2.024967,0.985871,0.973878,1
sample,11,3,512,3,516,516,4,4,0.938403,34100,308,0.990968,15.129000,0.220700,0.985412,78432,608,0.992248,816,79248,235296,0.663199,798768,48,0.999940,76.847367,0.850000,1.857900,0.988939,0.975824,1
sample,11,3,512,8,516,516,4,4,0.938403,34100,308,0.990968,16.037300,0.361200,0.977478,78432,608,0.992248,2176,80608,627456,0.871532,2130048,128,0.999940,76.557600,0.858300,1.508633,0.988789,0.980294,1
sample,11,4,512,1,517,517,5,5,0.938491,34166,374,0.989053,15.870400,0.246300,0.984481,78584,760,0.990329,272,78856,78584,0.000000,267289,25,0.999906,74.796033,0.937433,1.657900,0.987467,0.977834,1
sample,11,4,512,3,517,517,5,5,0.938491,34166,374,0.989053,14.933700,0.246400,0.983500,78584,760,0.990329,816,79400,235752,0.663205,801867,75,0.999906,75.583033,0.896233,1.805200,0.988142,0.976116,1
sample,11,4,512,8,517,517,5,5,0.938491,34166,374,0.989053,16.772200,0.235600,0.985953,78584,760,0.990329,2176,80760,628672,0.871539,2138312,200,0.999906,76.360300,0.879033,2.060233,0.988488,0.973020,1
sample,11,5,512,1,517,517,5,5,0.938491,34166,374,0.989053,16.506600,0.260800,0.984200,78584,760,0.990329,272,78856,78584,0.000000,267289,25,0.999906,76.277100,0.927200,1.962667,0.987844,0.974269,1
sample,11,5,512,3,517,517,5,5,0.938491,34166,374,0.989053,17.555900,0.246000,0.985988,78584,760,0.990329,816,79400,235752,0.663205,801867,75,0.999906,77.157567,1.016267,1.740833,0.986829,0.977438,1
sample,11,5,512,8,517,517,5,5,0.938491,34166,374,0.989053,18.164200,0.262100,0.985571,78584,760,0.990329,2176,80760,628672,0.871539,2138312,200,0.999906,83.334467,0.960967,1.595200,0.988469,0.980858,1
sample,11,6,512,1,517,517,5,5,0.938491,34166,374,0.989053,16.832100,0.246800,0.985338,78584,760,0.990329,272,78856,78584,0.000000,267289,25,0.999906,76.097467,1.185567,1.554667,0.984420,0.979570,1
sample,11,6,512,3,517,517,5,5,0.938491,34166,374,0.989053,16.683400,0.248300,0.985117,78584,760,0.990329,816,79400,235752,0.663205,801867,75,0.999906,76.503467,0.900433,1.894500,0.988230,0.975236,1
sample,11,6,512,8,517,517,5,5,0.938491,34166,374,0.989053,16.330800,0.221300,0.986449,78584,760,0.990329,2176,80760,628672,0.871539,2138312,200,0.999906,82.858633,0.981767,2.282067,0.988151,0.972458,1
sample,11,7,512,1,517,517,5,5,0.938491,34166,374,0.989053,16.931400,0.264300,0.984390,78584,760,0.990329,272,78856,78584,0.000000,267289,25,0.999906,111.947833,1.703333,2.310900,0.984785,0.979357,1
sample,11,7,512,3,517,517,5,5,0.938491,34166,374,0.989053,23.464800,0.268200,0.988570,78584,760,0.990329,816,79400,235752,0.663205,801867,75,0.999906,118.326367,1.124900,2.047567,0.990493,0.982696,1
sample,11,7,512,8,517,517,5,5,0.938491,34166,374,0.989053,17.268900,0.307600,0.982188,78584,760,0.990329,2176,80760,628672,0.871539,2138312,200,0.999906,82.577667,1.003133,2.660833,0.987852,0.967778,1
sample,11,0,2048,1,2052,2052,4,4,0.938101,135476,308,0.997727,63.407900,0.269700,0.995747,311904,608,0.998051,272,312176,311904,0.000000,4210704,16,0.999996,323.679767,0.879700,1.557100,0.997282,0.995189,1
sample,11,0,2048,3,2052,2052,4,4,0.938101,135476,308,0.997727,65.767200,0.227300,0.996544,311904,608,0.998051,816,312720,935712,0.665795,12632112,48,0.999996,354.970600,1.145267,1.669900,0.996774,0.995296,1
sample,11,0,2048,8,2052,2052,4,4,0.938101,135476,308,0.997727,66.292100,0.236200,0.996437,311904,608,0.998051,2176,314080,2495232,0.874128,33685632,128,0.999996,335.287467,1.075533,1.711300,0.996792,0.994896,1
sample,11,1,2048,1,2053,2053,5,5,0.938124,135542,374,0.997241,49.616100,0.467200,0.990584,312056,760,0.997565,272,312328,312056,0.000000,4214809,25,0.999994,315.343400,0.957833,1.639933,0.996963,0.994800,1
sample,11,1,2048,3,2053,2053,5,5,0.938124,135542,374,0.997241,67.281500,0.277300,0.995879,312056,760,0.997565,816,312872,936168,0.665795,12644427,75,0.999994,324.757100,1.200267,2.065267,0.996304,0.993641,1
sample,11,1,2048,8,2053,2053,5,5,0.938124,135542,374,0.997241,65.788100,0.265000,0.995972,312056,760,0.997565,2176,314232,2496448,0.874128,33718472,200,0.999994,313.558600,0.965900,1.587633,0.996920,0.994937,1
sample,11,2,2048,1,2052,2052,4,4,0.938101,135476,308,0.997727,45.419300,0.187800,0.995865,311904,608,0.998051,272,312176,311904,0.000000,4210704,16,0.999996,307.932867,1.158167,1.672067,0.996239,0.994570,1
sample,11,2,2048,3,2052,2052,4,4,0.938101,135476,308,0.997727,65.730300,0.291400,0.995567,311904,608,0.998051,816,312720,935712,0.665795,12632112,48,0.999996,312.446867,0.841600,1.490633,0.997306,0.995229,1
sample,11,2,2048,8,2052,2052,4,4,0.938101,135476,308,0.997727,59.664600,0.215800,0.996383,311904,608,0.998051,2176,314080,2495232,0.874128,33685632,128,0.999996,317.963367,0.892267,1.562433,0.997194,0.995086,1
sample,11,3,2048,1,2052,2052,4,4,0.938101,135476,308,0.997727,61.174800,0.232900,0.996193,311904,608,0.998051,272,312176,311904,0.000000,4210704,16,0.999996,326.793433,0.926700,1.647933,0.997164,0.994957,1
sample,11,3,2048,3,2052,2052,4,4,0.938101,135476,308,0.997727,65.490600,0.238200,0.996363,311904,608,0.998051,816,312720,935712,0.665795,12632112,48,0.999996,331.948633,0.889433,1.513567,0.997321,0.995440,1
sample,11,3,2048,8,2052,2052,4,4,0.938101,135476,308,0.997727,66.280400,0.249000,0.996243,311904,608,0.998051,2176,314080,2495232,0.874128,33685632,128,0.999996,317.574600,1.292667,1.926467,0.995930,0.993934,1
sample,11,4,2048,1,2053,2053,5,5,0.938124,135542,374,0.997241,64.217200,0.282500,0.995601,312056,760,0.997565,272,312328,312056,0.000000,4214809,25,0.999994,307.860533,0.966367,1.535400,0.996861,0.995013,1
sample,11,4,2048,3,2053,2053,5,5,0.938124,135542,374,0.997241,66.559300,0.275200,0.995865,312056,760,0.997565,816,312872,936168,0.665795,12644427,75,0.999994,313.709967,0.999667,1.806633,0.996813,0.994241,1
sample,11,4,2048,8,2053,2053,5,5,0.938124,135542,374,0.997241,66.182700,0.290200,0.995615,312056,760,0.997565,2176,314232,2496448,0.874128,33718472,200,0.999994,316.466367,0.967700,1.560267,0.996942,0.995070,1
sample,11,5,2048,1,2053,2053,5,5,0.938124,135542,374,0.997241,65.759900,0.255500,0.996115,312056,760,0.997565,272,312328,312056,0.000000,4214809,25,0.999994,338.571267,1.045367,2.092667,0.996912,0.993819,1
sample,11,5,2048,3,2053,2053,5,5,0.938124,135542,374,0.997241,70.294700,0.271000,0.996145,312056,760,0.997565,816,312872,936168,0.665795,12644427,75,0.999994,329.590167,1.165967,1.972933,0.996462,0.994014,1
sample,11,5,2048,8,2053,2053,5,5,0.938124,135542,374,0.997241,72.374800,0.277500,0.996166,312056,760,0.997565,2176,314232,2496448,0.874128,33718472,200,0.999994,311.559000,1.301300,1.994500,0.995823,0.993598,1
sample,11,6,2048,1,2053,2053,5,5,0.938124,135542,374,0.997241,55.818100,0.251500,0.995494,312056,760,0.997565,272,312328,312056,0.000000,4214809,25,0.999994,315.078567,0.975633,1.614167,0.996904,0.994877,1
sample,11,6,2048,3,2053,2053,5,5,0.938124,135542,374,0.997241,65.931800,0.275400,0.995823,312056,760,0.997565,816,312872,936168,0.665795,12644427,75,0.999994,306.292133,0.910200,1.878467,0.997028,0.993867,1
sample,11,6,2048,8,2053,2053,5,5,0.938124,135542,374,0.997241,66.858100,0.371000,0.994451,312056,760,0.997565,2176,314232,2496448,0.874128,33718472,200,0.999994,333.357967,1.089033,1.725167,0.996733,0.994825,1
sample,11,7,2048,1,2053,2053,5,5,0.938124,135542,374,0.997241,57.391600,0.306400,0.994661,312056,760,0.997565,272,312328,312056,0.000000,4214809,25,0.999994,318.099033,0.895733,1.818533,0.997184,0.994283,1
sample,11,7,2048,3,2053,2053,5,5,0.938124,135542,374,0.997241,66.496400,0.255400,0.996159,312056,760,0.997565,816,312872,936168,0.665795,12644427,75,0.999994,322.582500,0.988900,1.963900,0.996934,0.993912,1
sample,11,7,2048,8,2053,2053,5,5,0.938124,135542,374,0.997241,68.027800,0.266600,0.996081,312056,760,0.997565,2176,314232,2496448,0.874128,33718472,200,0.999994,358.607567,1.043267,2.011567,0.997091,0.994391,1
sample,13,0,0,1,4,4,4,4,0.990000,308,308,0.000000,0.332800,0.192700,0.420973,608,608,0.000000,272,880,608,0.000000,16,16,0.000000,1.868567,0.871767,1.823467,0.533457,0.024136,1
sample,13,0,0,3,4,4,4,4,0.990000,308,308,0.000000,0.238000,0.184900,0.223109,608,608,0.000000,816,1424,1824,0.219298,48,48,0.000000,1.351767,0.870033,1.587600,0.356373,0.000000,1
sample,13,0,0,8,4,4,4,4,0.990000,308,308,0.000000,0.248700,0.182800,0.264978,608,608,0.000000,2176,2784,4864,0.427632,128,128,0.000000,1.736500,0.858500,1.541267,0.505615,0.112429,1
sample,13,1,0,1,4,4,4,4,0.990000,308,308,0.000000,0.234400,0.183300,0.218004,608,608,0.000000,272,880,608,0.000000,16,16,0.000000,1.307567,0.888233,1.507833,0.320697,0.000000,1
sample,13,1,0,3,4,4,4,4,0.990000,308,308,0.000000,0.232100,0.183500,0.209393,608,608,0.000000,816,1424,1824,0.219298,48,48,0.000000,1.278533,0.866400,1.455533,0.322349,0.000000,1
