"accept_rate","accuracy","budget","candidate_oracle_loss","causal_k","composition_steps","deployment_reject_margin","deployment_risk_adjusted","deployment_risk_penalty","deployment_safe_threshold","excess_over_candidate_oracle","generated_candidates","harmful_accept_rate","heldout_seed","interaction_mode","learned_generated_candidates","loss","oracle_match_rate","policy","predicted_regret_mean","predicted_safe_probability_mean","predicted_sigma_mean","propagation_steps","regret_corr","regret_retriever_steps","retriever_steps","seed","selected_composition_argmax_rate","selected_composition_count_only_rate","selected_composition_expected_rate","selected_composition_rate","selected_generated_0_rate","selected_generated_1_rate","selected_generated_2_rate","selected_generated_3_rate","selected_generated_rate","selected_indexed_rate","selected_interaction_rate","selected_learned_generated_0_rate","selected_learned_generated_1_rate","selected_learned_generated_2_rate","selected_learned_generated_3_rate","selected_learned_rate","selected_proximity_rate","selection_train_accept_rate","selection_train_gap_closure","selection_train_harmful_accept_rate","selection_train_loss","selection_train_policy","test_samples","total_objects_n","train_joint_utility_accept_rate","train_joint_utility_safe_accept_rate","train_joint_utility_safe_verifier_loss","train_joint_utility_verifier_loss","train_seed_count","train_static_learned_loss","validation_samples_per_seed","verifier_steps"
"0.866667","0.455556","4","0.986622","32","600","0.005","1.0","0.75","0.5","0.018897","4","0.422222","17","pairwise","4","1.005519","0.133333","joint_utility_uncertainty_regret_gate_r0p75_m0p005_s0p5","-0.126927","0.553087","0.18188","40","0.05354","600","400","17","0.066667","0.033333","0.055556","0.155556","0.033333","0.222222","0.022222","0.0","0.277778","0.3","0.0","0.0","0.044444","0.0","0.011111","0.133333","0.077778","","","","","","90","2048","0.852778","0.859722","0.94859","0.948777","4","0.980855","180","700"
"0.833333","0.455556","4","0.986622","32","600","0.005","1.0","0.75","0.65","0.018905","4","0.411111","17","pairwise","4","1.005527","0.111111","joint_utility_uncertainty_regret_gate_r0p75_m0p005_s0p65","-0.126927","0.553087","0.18188","40","0.05354","600","400","17","0.066667","0.033333","0.044444","0.144444","0.033333","0.2","0.022222","0.0","0.255556","0.3","0.0","0.0","0.044444","0.0","0.011111","0.166667","0.077778","","","","","","90","2048","0.852778","0.859722","0.94859","0.948777","4","0.980855","180","700"
"0.833333","0.455556","4","0.986622","32","600","0.005","1.0","0.75","0.8","0.018905","4","0.411111","17","pairwise","4","1.005527","0.111111","joint_utility_uncertainty_regret_gate_r0p75_m0p005_s0p8","-0.126927","0.553087","0.18188","40","0.05354","600","400","17","0.066667","0.033333","0.044444","0.144444","0.033333","0.2","0.022222","0.0","0.255556","0.3","0.0","0.0","0.044444","0.0","0.011111","0.166667","0.077778","","","","","","90","2048","0.852778","0.859722","0.94859","0.948777","4","0.980855","180","700"
"0.833333","0.455556","4","0.986622","32","600","0.01","1.0","0.75","0.35","0.018847","4","0.4","17","pairwise","4","1.005469","0.133333","joint_utility_uncertainty_regret_gate_r0p75_m0p01_s0p35","-0.126927","0.553087","0.18188","40","0.05354","600","400","17","0.066667","0.033333","0.044444","0.144444","0.033333","0.222222","0.022222","0.0","0.277778","0.3","0.0","0.0","0.022222","0.0","0.011111","0.166667","0.077778","","","","","","90","2048","0.852778","0.859722","0.94859","0.948777","4","0.980855","180","700"
"0.833333","0.455556","4","0.986622","32","600","0.01","1.0","0.75","0.5","0.018847","4","0.4","17","pairwise","4","1.005469","0.133333","joint_utility_uncertainty_regret_gate_r0p75_m0p01_s0p5","-0.126927","0.553087","0.18188","40","0.05354","600","400","17","0.066667","0.033333","0.044444","0.144444","0.033333","0.222222","0.022222","0.0","0.277778","0.3","0.0","0.0","0.022222","0.0","0.011111","0.166667","0.077778","","","","","","90","2048","0.852778","0.859722","0.94859","0.948777","4","0.980855","180","700"
"0.811111","0.455556","4","0.986622","32","600","0.01","1.0","0.75","0.65","0.01907","4","0.4","17","pairwise","4","1.005692","0.111111","joint_utility_uncertainty_regret_gate_r0p75_m0p01_s0p65","-0.126927","0.553087","0.18188","40","0.05354","600","400","17","0.066667","0.033333","0.044444","0.144444","0.033333","0.2","0.022222","0.0","0.255556","0.3","0.0","0.0","0.022222","0.0","0.011111","0.188889","0.077778","","","","","","90","2048","0.852778","0.859722","0.94859","0.948777","4","0.980855","180","700"
"0.811111","0.455556","4","0.986622","32","600","0.01","1.0","0.75","0.8","0.01907","4","0.4","17","pairwise","4","1.005692","0.111111","joint_utility_uncertainty_regret_gate_r0p75_m0p01_s0p8","-0.126927","0.553087","0.18188","40","0.05354","600","400","17","0.066667","0.033333","0.044444","0.144444","0.033333","0.2","0.022222","0.0","0.255556","0.3","0.0","0.0","0.022222","0.0","0.011111","0.188889","0.077778","","","","","","90","2048","0.852778","0.859722","0.94859","0.948777","4","0.980855","180","700"
"0.811111","0.455556","4","0.986622","32","600","0.02","1.0","0.75","0.35","0.018647","4","0.377778","17","pairwise","4","1.00527","0.133333","joint_utility_uncertainty_regret_gate_r0p75_m0p02_s0p35","-0.126927","0.553087","0.18188","40","0.05354","600","400","17","0.066667","0.033333","0.033333","0.133333","0.033333","0.211111","0.022222","0.0","0.266667","0.3","0.0","0.0","0.022222","0.0","0.011111","0.188889","0.077778","","","","","","90","2048","0.852778","0.859722","0.94859","0.948777","4","0.980855","180","700"
"0.811111","0.455556","4","0.986622","32","600","0.02","1.0","0.75","0.5","0.018647","4","0.377778","17","pairwise","4","1.00527","0.133333","joint_utility_uncertainty_regret_gate_r0p75_m0p02_s0p5","-0.126927","0.553087","0.18188","40","0.05354","600","400","17","0.066667","0.033333","0.033333","0.133333","0.033333","0.211111","0.022222","0.0","0.266667","0.3","0.0","0.0","0.022222","0.0","0.011111","0.188889","0.077778","","","","","","90","2048","0.852778","0.859722","0.94859","0.948777","4","0.980855","180","700"
"0.788889","0.455556","4","0.986622","32","600","0.02","1.0","0.75","0.65","0.01887","4","0.377778","17","pairwise","4","1.005492","0.111111","joint_utility_uncertainty_regret_gate_r0p75_m0p02_s0p65","-0.126927","0.553087","0.18188","40","0.05354","600","400","17","0.066667","0.033333","0.033333","0.133333","0.033333","0.188889","0.022222","0.0","0.244444","0.3","0.0","0.0","0.022222","0.0","0.011111","0.211111","0.077778","","","","","","90","2048","0.852778","0.859722","0.94859","0.948777","4","0.980855","180","700"
"0.788889","0.455556","4","0.986622","32","600","0.02","1.0","0.75","0.8","0.01887","4","0.377778","17","pairwise","4","1.005492","0.111111","joint_utility_uncertainty_regret_gate_r0p75_m0p02_s0p8","-0.126927","0.553087","0.18188","40","0.05354","600","400","17","0.066667","0.033333","0.033333","0.133333","0.033333","0.188889","0.022222","0.0","0.244444","0.3","0.0","0.0","0.022222","0.0","0.011111","0.211111","0.077778","","","","","","90","2048","0.852778","0.859722","0.94859","0.948777","4","0.980855","180","700"
"0.722222","0.455556","4","0.986622","32","600","0.05","1.0","0.75","0.35","0.018827","4","0.333333","17","pairwise","4","1.00545","0.133333","joint_utility_uncertainty_regret_gate_r0p75_m0p05_s0p35","-0.126927","0.553087","0.18188","40","0.05354","600","400","17","0.055556","0.022222","0.022222","0.1","0.022222","0.2","0.022222","0.0","0.244444","0.288889","0.0","0.0","0.0","0.0","0.011111","0.277778","0.077778","","","","","","90","2048","0.852778","0.859722","0.94859","0.948777","4","0.980855","180","700"
"0.722222","0.455556","4","0.986622","32","600","0.05","1.0","0.75","0.5","0.018827","4","0.333333","17","pairwise","4","1.00545","0.133333","joint_utility_uncertainty_regret_gate_r0p75_m0p05_s0p5","-0.126927","0.553087","0.18188","40","0.05354","600","400","17","0.055556","0.022222","0.022222","0.1","0.022222","0.2","0.022222","0.0","0.244444","0.288889","0.0","0.0","0.0","0.0","0.011111","0.277778","0.077778","","","","","","90","2048","0.852778","0.859722","0.94859","0.948777","4","0.980855","180","700"
"0.7","0.455556","4","0.986622","32","600","0.05","1.0","0.75","0.65","0.01905","4","0.333333","17","pairwise","4","1.005672","0.111111","joint_utility_uncertainty_regret_gate_r0p75_m0p05_s0p65","-0.126927","0.553087","0.18188","40","0.05354","600","400","17","0.055556","0.022222","0.022222","0.1","0.022222","0.177778","0.022222","0.0","0.222222","0.288889","0.0","0.0","0.0","0.0","0.011111","0.3","0.077778","","","","","","90","2048","0.852778","0.859722","0.94859","0.948777","4","0.980855","180","700"
"0.7","0.455556","4","0.986622","32","600","0.05","1.0","0.75","0.8","0.01905","4","0.333333","17","pairwise","4","1.005672","0.111111","joint_utility_uncertainty_regret_gate_r0p75_m0p05_s0p8","-0.126927","0.553087","0.18188","40","0.05354","600","400","17","0.055556","0.022222","0.022222","0.1","0.022222","0.177778","0.022222","0.0","0.222222","0.288889","0.0","0.0","0.0","0.0","0.011111","0.3","0.077778","","","","","","90","2048","0.852778","0.859722","0.94859","0.948777","4","0.980855","180","700"
"0.811111","0.455556","4","0.986622","32","600","0.0","1.0","1.0","0.35","0.019522","4","0.388889","17","pairwise","4","1.006144","0.077778","joint_utility_uncertainty_regret_gate_r1_m0_s0p35","-0.126927","0.553087","0.18188","40","0.05354","600","400","17","0.088889","0.044444","0.066667","0.2","0.033333","0.211111","0.033333","0.0","0.277778","0.177778","0.0","0.0","0.044444","0.022222","0.011111","0.188889","0.077778","","","","","","90","2048","0.852778","0.859722","0.94859","0.948777","4","0.980855","180","700"
"0.811111","0.455556","4","0.986622","32","600","0.0","1.0","1.0","0.5","0.019522","4","0.388889","17","pairwise","4","1.006144","0.077778","joint_utility_uncertainty_regret_gate_r1_m0_s0p5","-0.126927","0.553087","0.18188","40","0.05354","600","400","17","0.088889","0.044444","0.066667","0.2","0.033333","0.211111","0.033333","0.0","0.277778","0.177778","0.0","0.0","0.044444","0.022222","0.011111","0.188889","0.077778","","","","","","90","2048","0.852778","0.859722","0.94859","0.948777","4","0.980855","180","700"
"0.8","0.455556","4","0.986622","32","600","0.0","1.0","1.0","0.65","0.019603","4","0.388889","17","pairwise","4","1.006225","0.066667","joint_utility_uncertainty_regret_gate_r1_m0_s0p65","-0.126927","0.553087","0.18188","40","0.05354","600","400","17","0.088889","0.044444","0.066667","0.2","0.033333","0.2","0.033333","0.0","0.266667","0.177778","0.0","0.0","0.044444","0.022222","0.011111","0.2","0.077778","","","","","","90","2048","0.852778","0.859722","0.94859","0.948777","4","0.980855","180","700"
"0.788889","0.455556","4","0.986622","32","600","0.0","1.0","1.0","0.8","0.019626","4","0.388889","17","pairwise","4","1.006249","0.066667","joint_utility_uncertainty_regret_gate_r1_m0_s0p8","-0.126927","0.553087","0.18188","40","0.05354","600","400","17","0.088889","0.044444","0.066667","0.2","0.033333","0.2","0.022222","0.0","0.255556","0.177778","0.0","0.0","0.044444","0.022222","0.011111","0.211111","0.077778","","","","","","90","2048","0.852778","0.859722","0.94859","0.948777","4","0.980855","180","700"
"0.777778","0.455556","4","0.986622","32","600","0.0025","1.0","1.0","0.35","0.019282","4","0.355556","17","pairwise","4","1.005905","0.088889","joint_utility_uncertainty_regret_gate_r1_m0p0025_s0p35","-0.126927","0.553087","0.18188","40","0.05354","600","400","17","0.077778","0.044444","0.055556","0.177778","0.033333","0.211111","0.022222","0.0","0.266667","0.177778","0.0","0.0","0.044444","0.022222","0.011111","0.222222","0.077778","","","","","","90","2048","0.852778","0.859722","0.94859","0.948777","4","0.980855","180","700"
"0.777778","0.455556","4","0.986622","32","600","0.0025","1.0","1.0","0.5","0.019282","4","0.355556","17","pairwise","4","1.005905","0.088889","joint_utility_uncertainty_regret_gate_r1_m0p0025_s0p5","-0.126927","0.553087","0.18188","40","0.05354","600","400","17","0.077778","0.044444","0.055556","0.177778","0.033333","0.211111","0.022222","0.0","0.266667","0.177778","0.0","0.0","0.044444","0.022222","0.011111","0.222222","0.077778","","","","","","90","2048","0.852778","0.859722","0.94859","0.948777","4","0.980855","180","700"
"0.766667","0.455556","4","0.986622","32","600","0.0025","1.0","1.0","0.65","0.019363","4","0.355556","17","pairwise","4","1.005986","0.077778","joint_utility_uncertainty_regret_gate_r1_m0p0025_s0p65","-0.126927","0.553087","0.18188","40","0.05354","600","400","17","0.077778","0.044444","0.055556","0.177778","0.033333","0.2","0.022222","0.0","0.255556","0.177778","0.0","0.0","0.044444","0.022222","0.011111","0.233333","0.077778","","","","","","90","2048","0.852778","0.859722","0.94859","0.948777","4","0.980855","180","700"
"0.755556","0.455556","4","0.986622","32","600","0.0025","1.0","1.0","0.8","0.019387","4","0.355556","17","pairwise","4","1.006009","0.077778","joint_utility_uncertainty_regret_gate_r1_m0p0025_s0p8","-0.126927","0.553087","0.18188","40","0.05354","600","400","17","0.077778","0.044444","0.055556","0.177778","0.033333","0.2","0.011111","0.0","0.244444","0.177778","0.0","0.0","0.044444","0.022222","0.011111","0.244444","0.077778","","","","","","90","2048","0.852778","0.859722","0.94859","0.948777","4","0.980855","180","700"
"0.777778","0.455556","4","0.986622","32","600","0.005","1.0","1.0","0.35","0.019282","4","0.355556","17","pairwise","4","1.005905","0.088889","joint_utility_uncertainty_regret_gate_r1_m0p005_s0p35","-0.126927","0.553087","0.18188","40","0.05354","600","400","17","0.077778","0.044444","0.055556","0.177778","0.033333","0.211111","0.022222","0.0","0.266667","0.177778","0.0","0.0","0.044444","0.022222","0.011111","0.222222","0.077778","","","","","","90","2048","0.852778","0.859722","0.94859","0.948777","4","0.980855","180","700"
"0.777778","0.455556","4","0.986622","32","600","0.005","1.0","1.0","0.5","0.019282","4","0.355556","17","pairwise","4","1.005905","0.088889","joint_utility_uncertainty_regret_gate_r1_m0p005_s0p5","-0.126927","0.553087","0.18188","40","0.05354","600","400","17","0.077778","0.044444","0.055556","0.177778","0.033333","0.211111","0.022222","0.0","0.266667","0.177778","0.0","0.0","0.044444","0.022222","0.011111","0.222222","0.077778","","","","","","90","2048","0.852778","0.859722","0.94859","0.948777","4","0.980855","180","700"
"0.766667","0.455556","4","0.986622","32","600","0.005","1.0","1.0","0.65","0.019363","4","0.355556","17","pairwise","4","1.005986","0.077778","joint_utility_uncertainty_regret_gate_r1_m0p005_s0p65","-0.126927","0.553087","0.18188","40","0.05354","600","400","17","0.077778","0.044444","0.055556","0.177778","0.033333","0.2","0.022222","0.0","0.255556","0.177778","0.0","0.0","0.044444","0.022222","0.011111","0.233333","0.077778","","","","","","90","2048","0.852778","0.859722","0.94859","0.948777","4","0.980855","180","700"
"0.755556","0.455556","4","0.986622","32","600","0.005","1.0","1.0","0.8","0.019387","4","0.355556","17","pairwise","4","1.006009","0.077778","joint_utility_uncertainty_regret_gate_r1_m0p005_s0p8","-0.126927","0.553087","0.18188","40","0.05354","600","400","17","0.077778","0.044444","0.055556","0.177778","0.033333","0.2","0.011111","0.0","0.244444","0.177778","0.0","0.0","0.044444","0.022222","0.011111","0.244444","0.077778","","","","","","90","2048","0.852778","0.859722","0.94859","0.948777","4","0.980855","180","700"
"0.755556","0.455556","4","0.986622","32","600","0.01","1.0","1.0","0.35","0.019125","4","0.333333","17","pairwise","4","1.005748","0.088889","joint_utility_uncertainty_regret_gate_r1_m0p01_s0p35","-0.126927","0.553087","0.18188","40","0.05354","600","400","17","0.077778","0.044444","0.044444","0.166667","0.033333","0.211111","0.022222","0.0","0.266667","0.177778","0.0","0.0","0.044444","0.022222","0.011111","0.244444","0.066667","","","","","","90","2048","0.852778","0.859722","0.94859","0.948777","4","0.980855","180","700"
"0.755556","0.455556","4","0.986622","32","600","0.01","1.0","1.0","0.5","0.019125","4","0.333333","17","pairwise","4","1.005748","0.088889","joint_utility_uncertainty_regret_gate_r1_m0p01_s0p5","-0.126927","0.553087","0.18188","40","0.05354","600","400","17","0.077778","0.044444","0.044444","0.166667","0.033333","0.211111","0.022222","0.0","0.266667","0.177778","0.0","0.0","0.044444","0.022222","0.011111","0.244444","0.066667","","","","","","90","2048","0.852778","0.859722","0.94859","0.948777","4","0.980855","180","700"
"0.744444","0.455556","4","0.986622","32","600","0.01","1.0","1.0","0.65","0.019206","4","0.333333","17","pairwise","4","1.005829","0.077778","joint_utility_uncertainty_regret_gate_r1_m0p01_s0p65","-0.126927","0.553087","0.18188","40","0.05354","600","400","17","0.077778","0.044444","0.044444","0.166667","0.033333","0.2","0.022222","0.0","0.255556","0.177778","0.0","0.0","0.044444","0.022222","0.011111","0.255556","0.066667","","","","","","90","2048","0.852778","0.859722","0.94859","0.948777","4","0.980855","180","700"
"0.733333","0.455556","4","0.986622","32","600","0.01","1.0","1.0","0.8","0.019229","4","0.333333","17","pairwise","4","1.005852","0.077778","joint_utility_uncertainty_regret_gate_r1_m0p01_s0p8","-0.126927","0.553087","0.18188","40","0.05354","600","400","17","0.077778","0.044444","0.044444","0.166667","0.033333","0.2","0.011111","0.0","0.244444","0.177778","0.0","0.0","0.044444","0.022222","0.011111","0.266667","0.066667","","","","","","90","2048","0.852778","0.859722","0.94859","0.948777","4","0.980855","180","700"
"0.722222","0.455556","4","0.986622","32","600","0.02","1.0","1.0","0.35","0.01857","4","0.311111","17","pairwise","4","1.005193","0.077778","joint_utility_uncertainty_regret_gate_r1_m0p02_s0p35","-0.126927","0.553087","0.18188","40","0.05354","600","400","17","0.077778","0.033333","0.033333","0.144444","0.033333","0.2","0.022222","0.0","0.255556","0.177778","0.0","0.0","0.044444","0.022222","0.011111","0.277778","0.066667","","","","","","90","2048","0.852778","0.859722","0.94859","0.948777","4","0.980855","180","700"
"0.722222","0.455556","4","0.986622","32","600","0.02","1.0","1.0","0.5","0.01857","4","0.311111","17","pairwise","4","1.005193","0.077778","joint_utility_uncertainty_regret_gate_r1_m0p02_s0p5","-0.126927","0.553087","0.18188","40","0.05354","600","400","17","0.077778","0.033333","0.033333","0.144444","0.033333","0.2","0.022222","0.0","0.255556","0.177778","0.0","0.0","0.044444","0.022222","0.011111","0.277778","0.066667","","","","","","90","2048","0.852778","0.859722","0.94859","0.948777","4","0.980855","180","700"
"0.711111","0.455556","4","0.986622","32","600","0.02","1.0","1.0","0.65","0.018651","4","0.311111","17","pairwise","4","1.005274","0.066667","joint_utility_uncertainty_regret_gate_r1_m0p02_s0p65","-0.126927","0.553087","0.18188","40","0.05354","600","400","17","0.077778","0.033333","0.033333","0.144444","0.033333","0.188889","0.022222","0.0","0.244444","0.177778","0.0","0.0","0.044444","0.022222","0.011111","0.288889","0.066667","","","","","","90","2048","0.852778","0.859722","0.94859","0.948777","4","0.980855","180","700"
"0.7","0.455556","4","0.986622","32","600","0.02","1.0","1.0","0.8","0.018675","4","0.311111","17","pairwise","4","1.005297","0.066667","joint_utility_uncertainty_regret_gate_r1_m0p02_s0p8","-0.126927","0.553087","0.18188","40","0.05354","600","400","17","0.077778","0.033333","0.033333","0.144444","0.033333","0.188889","0.011111","0.0","0.233333","0.177778","0.0","0.0","0.044444","0.022222","0.011111","0.3","0.066667","","","","","","90","2048","0.852778","0.859722","0.94859","0.948777","4","0.980855","180","700"
"0.655556","0.455556","4","0.986622","32","600","0.05","1.0","1.0","0.35","0.019884","4","0.288889","17","pairwise","4","1.006506","0.066667","joint_utility_uncertainty_regret_gate_r1_m0p05_s0p35","-0.126927","0.553087","0.18188","40","0.05354","600","400","17","0.077778","0.033333","0.033333","0.144444","0.022222","0.188889","0.022222","0.0","0.233333","0.177778","0.0","0.0","0.022222","0.011111","0.0","0.344444","0.066667","","","","","","90","2048","0.852778","0.859722","0.94859","0.948777","4","0.980855","180","700"
"0.655556","0.455556","4","0.986622","32","600","0.05","1.0","1.0","0.5","0.019884","4","0.288889","17","pairwise","4","1.006506","0.066667","joint_utility_uncertainty_regret_gate_r1_m0p05_s0p5","-0.126927","0.553087","0.18188","40","0.05354","600","400","17","0.077778","0.033333","0.033333","0.144444","0.022222","0.188889","0.022222","0.0","0.233333","0.177778","0.0","0.0","0.022222","0.011111","0.0","0.344444","0.066667","","","","","","90","2048","0.852778","0.859722","0.94859","0.948777","4","0.980855","180","700"
"0.644444","0.455556","4","0.986622","32","600","0.05","1.0","1.0","0.65","0.019965","4","0.288889","17","pairwise","4","1.006587","0.055556","joint_utility_uncertainty_regret_gate_r1_m0p05_s0p65","-0.126927","0.553087","0.18188","40","0.05354","600","400","17","0.077778","0.033333","0.033333","0.144444","0.022222","0.177778","0.022222","0.0","0.222222","0.177778","0.0","0.0","0.022222","0.011111","0.0","0.355556","0.066667","","","","","","90","2048","0.852778","0.859722","0.94859","0.948777","4","0.980855","180","700"
"0.633333","0.455556","4","0.986622","32","600","0.05","1.0","1.0","0.8","0.019988","4","0.288889","17","pairwise","4","1.006611","0.055556","joint_utility_uncertainty_regret_gate_r1_m0p05_s0p8","-0.126927","0.553087","0.18188","40","0.05354","600","400","17","0.077778","0.033333","0.033333","0.144444","0.022222","0.177778","0.011111","0.0","0.211111","0.177778","0.0","0.0","0.022222","0.011111","0.0","0.366667","0.066667","","","","","","90","2048","0.852778","0.859722","0.94859","0.948777","4","0.980855","180","700"
"0.633333","0.455556","4","0.986622","32","600","0.0","1.0","1.5","0.35","0.020142","4","0.311111","17","pairwise","4","1.006764","0.033333","joint_utility_uncertainty_regret_gate_r1p5_m0_s0p35","-0.126927","0.553087","0.18188","40","0.05354","600","400","17","0.1","0.066667","0.033333","0.2","0.022222","0.111111","0.022222","0.0","0.155556","0.077778","0.0","0.0","0.055556","0.044444","0.044444","0.366667","0.055556","","","","","","90","2048","0.852778","0.859722","0.94859","0.948777","4","0.980855","180","700"
"0.633333","0.455556","4","0.986622","32","600","0.0","1.0","1.5","0.5","0.020142","4","0.311111","17","pairwise","4","1.006764","0.033333","joint_utility_uncertainty_regret_gate_r1p5_m0_s0p5","-0.126927","0.553087","0.18188","40","0.05354","600","400","17","0.1","0.066667","0.033333","0.2","0.022222","0.111111","0.022222","0.0","0.155556","0.077778","0.0","0.0","0.055556","0.044444","0.044444","0.366667","0.055556","","","","","","90","2048","0.852778","0.859722","0.94859","0.948777","4","0.980855","180","700"
"0.633333","0.455556","4","0.986622","32","600","0.0","1.0","1.5","0.65","0.020142","4","0.311111","17","pairwise","4","1.006764","0.033333","joint_utility_uncertainty_regret_gate_r1p5_m0_s0p65","-0.126927","0.553087","0.18188","40","0.05354","600","400","17","0.1","0.066667","0.033333","0.2","0.022222","0.111111","0.022222","0.0","0.155556","0.077778","0.0","0.0","0.055556","0.044444","0.044444","0.366667","0.055556","","","","","","90","2048","0.852778","0.859722","0.94859","0.948777","4","0.980855","180","700"
"0.622222","0.455556","4","0.986622","32","600","0.0","1.0","1.5","0.8","0.020165","4","0.311111","17","pairwise","4","1.006788","0.033333","joint_utility_uncertainty_regret_gate_r1p5_m0_s0p8","-0.126927","0.553087","0.18188","40","0.05354","600","400","17","0.1","0.066667","0.033333","0.2","0.022222","0.111111","0.011111","0.0","0.144444","0.077778","0.0","0.0","0.055556","0.044444","0.044444","0.377778","0.055556","","","","","","90","2048","0.852778","0.859722","0.94859","0.948777","4","0.980855","180","700"
"0.633333","0.455556","4","0.986622","32","600","0.0025","1.0","1.5","0.35","0.020142","4","0.311111","17","pairwise","4","1.006764","0.033333","joint_utility_uncertainty_regret_gate_r1p5_m0p0025_s0p35","-0.126927","0.553087","0.18188","40","0.05354","600","400","17","0.1","0.066667","0.033333","0.2","0.022222","0.111111","0.022222","0.0","0.155556","0.077778","0.0","0.0","0.055556","0.044444","0.044444","0.366667","0.055556","","","","","","90","2048","0.852778","0.859722","0.94859","0.948777","4","0.980855","180","700"
"0.633333","0.455556","4","0.986622","32","600","0.0025","1.0","1.5","0.5","0.020142","4","0.311111","17","pairwise","4","1.006764","0.033333","joint_utility_uncertainty_regret_gate_r1p5_m0p0025_s0p5","-0.126927","0.553087","0.18188","40","0.05354","600","400","17","0.1","0.066667","0.033333","0.2","0.022222","0.111111","0.022222","0.0","0.155556","0.077778","0.0","0.0","0.055556","0.044444","0.044444","0.366667","0.055556","","","","","","90","2048","0.852778","0.859722","0.94859","0.948777","4","0.980855","180","700"
"0.633333","0.455556","4","0.986622","32","600","0.0025","1.0","1.5","0.65","0.020142","4","0.311111","17","pairwise","4","1.006764","0.033333","joint_utility_uncertainty_regret_gate_r1p5_m0p0025_s0p65","-0.126927","0.553087","0.18188","40","0.05354","600","400","17","0.1","0.066667","0.033333","0.2","0.022222","0.111111","0.022222","0.0","0.155556","0.077778","0.0","0.0","0.055556","0.044444","0.044444","0.366667","0.055556","","","","","","90","2048","0.852778","0.859722","0.94859","0.948777","4","0.980855","180","700"
"0.622222","0.455556","4","0.986622","32","600","0.0025","1.0","1.5","0.8","0.020165","4","0.311111","17","pairwise","4","1.006788","0.033333","joint_utility_uncertainty_regret_gate_r1p5_m0p0025_s0p8","-0.126927","0.553087","0.18188","40","0.05354","600","400","17","0.1","0.066667","0.033333","0.2","0.022222","0.111111","0.011111","0.0","0.144444","0.077778","0.0","0.0","0.055556","0.044444","0.044444","0.377778","0.055556","","","","","","90","2048","0.852778","0.859722","0.94859","0.948777","4","0.980855","180","700"
"0.633333","0.455556","4","0.986622","32","600","0.005","1.0","1.5","0.35","0.020142","4","0.311111","17","pairwise","4","1.006764","0.033333","joint_utility_uncertainty_regret_gate_r1p5_m0p005_s0p35","-0.126927","0.553087","0.18188","40","0.05354","600","400","17","0.1","0.066667","0.033333","0.2","0.022222","0.111111","0.022222","0.0","0.155556","0.077778","0.0","0.0","0.055556","0.044444","0.044444","0.366667","0.055556","","","","","","90","2048","0.852778","0.859722","0.94859","0.948777","4","0.980855","180","700"
"0.633333","0.455556","4","0.986622","32","600","0.005","1.0","1.5","0.5","0.020142","4","0.311111","17","pairwise","4","1.006764","0.033333","joint_utility_uncertainty_regret_gate_r1p5_m0p005_s0p5","-0.126927","0.553087","0.18188","40","0.05354","600","400","17","0.1","0.066667","0.033333","0.2","0.022222","0.111111","0.022222","0.0","0.155556","0.077778","0.0","0.0","0.055556","0.044444","0.044444","0.366667","0.055556","","","","","","90","2048","0.852778","0.859722","0.94859","0.948777","4","0.980855","180","700"
"0.633333","0.455556","4","0.986622","32","600","0.005","1.0","1.5","0.65","0.020142","4","0.311111","17","pairwise","4","1.006764","0.033333","joint_utility_uncertainty_regret_gate_r1p5_m0p005_s0p65","-0.126927","0.553087","0.18188","40","0.05354","600","400","17","0.1","0.066667","0.033333","0.2","0.022222","0.111111","0.022222","0.0","0.155556","0.077778","0.0","0.0","0.055556","0.044444","0.044444","0.366667","0.055556","","","","","","90","2048","0.852778","0.859722","0.94859","0.948777","4","0.980855","180","700"
"0.622222","0.455556","4","0.986622","32","600","0.005","1.0","1.5","0.8","0.020165","4","0.311111","17","pairwise","4","1.006788","0.033333","joint_utility_uncertainty_regret_gate_r1p5_m0p005_s0p8","-0.126927","0.553087","0.18188","40","0.05354","600","400","17","0.1","0.066667","0.033333","0.2","0.022222","0.111111","0.011111","0.0","0.144444","0.077778","0.0","0.0","0.055556","0.044444","0.044444","0.377778","0.055556","","","","","","90","2048","0.852778","0.859722","0.94859","0.948777","4","0.980855","180","700"
"0.633333","0.455556","4","0.986622","32","600","0.01","1.0","1.5","0.35","0.020142","4","0.311111","17","pairwise","4","1.006764","0.033333","joint_utility_uncertainty_regret_gate_r1p5_m0p01_s0p35","-0.126927","0.553087","0.18188","40","0.05354","600","400","17","0.1","0.066667","0.033333","0.2","0.022222","0.111111","0.022222","0.0","0.155556","0.077778","0.0","0.0","0.055556","0.044444","0.044444","0.366667","0.055556","","","","","","90","2048","0.852778","0.859722","0.94859","0.948777","4","0.980855","180","700"
"0.633333","0.455556","4","0.986622","32","600","0.01","1.0","1.5","0.5","0.020142","4","0.311111","17","pairwise","4","1.006764","0.033333","joint_utility_uncertainty_regret_gate_r1p5_m0p01_s0p5","-0.126927","0.553087","0.18188","40","0.05354","600","400","17","0.1","0.066667","0.033333","0.2","0.022222","0.111111","0.022222","0.0","0.155556","0.077778","0.0","0.0","0.055556","0.044444","0.044444","0.366667","0.055556","","","","","","90","2048","0.852778","0.859722","0.94859","0.948777","4","0.980855","180","700"
