best_mode,budget,causal_k,indexed_correct,indexed_loss,indexed_pair_density,indexed_selected_hand,indexed_selected_obstacles,interaction_correct,interaction_loss,interaction_pair_density,interaction_selected_hand,interaction_selected_obstacles,label,learned_correct,learned_is_oracle,learned_loss,learned_pair_density,learned_selected_hand,learned_selected_obstacles,oracle_correct,oracle_loss,proximity_correct,proximity_loss,proximity_pair_density,proximity_selected_hand,proximity_selected_obstacles,sample_index,seed,split,static_mode_from_validation,teacher_is_oracle,total_objects_n
proximity,4,32,0,0.951858,0.0,1,0,1,0.899329,0.0,1,2,1,1,0,0.894613,1.0,1,2,1,0.883586,1,0.883586,1.0,0,3,34,23,test,learned,0,2048
indexed,4,32,1,0.896083,0.0,1,0,1,0.962093,1.0,1,2,2,1,0,0.962093,1.0,1,2,1,0.896083,1,1.017863,1.0,0,3,35,23,test,learned,0,2048
proximity,4,32,0,1.400885,0.0,1,0,0,1.393551,0.0,1,2,0,0,0,1.393551,0.0,1,2,0,1.390607,0,1.390607,1.0,1,2,36,23,test,learned,0,2048
learned,4,32,0,1.059036,0.0,1,0,1,0.993479,1.0,1,2,1,1,1,0.991815,1.0,1,2,1,0.991815,1,1.002635,0.333333,0,3,37,23,test,learned,0,2048
indexed,4,32,1,0.912677,0.0,1,0,0,0.960721,1.0,1,2,2,0,0,0.960721,1.0,1,2,1,0.912677,0,1.047903,1.0,0,3,38,23,test,learned,0,2048
proximity,4,32,0,1.391278,0.0,1,0,0,1.341707,1.0,1,2,0,0,0,1.341707,1.0,1,2,0,1.231844,0,1.231844,1.0,0,3,39,23,test,learned,0,2048
proximity,4,32,0,1.014852,0.0,1,0,1,0.968536,1.0,1,2,1,1,0,0.968536,1.0,1,2,1,0.95449,1,0.95449,1.0,0,3,40,23,test,learned,0,2048
indexed,4,32,1,0.937768,0.0,1,0,0,1.04065,1.0,1,2,2,0,0,1.04065,1.0,1,2,1,0.937768,0,1.028719,1.0,1,2,41,23,test,learned,0,2048
proximity,4,32,1,0.682745,0.0,1,0,1,0.621729,1.0,1,2,0,1,0,0.621751,1.0,1,2,1,0.620836,1,0.620836,1.0,1,2,42,23,test,learned,0,2048
indexed,4,32,0,1.2619,0.0,1,0,0,1.345172,1.0,1,2,1,0,0,1.345172,1.0,1,2,0,1.2619,0,1.394911,1.0,0,3,43,23,test,learned,0,2048
indexed,4,32,1,0.899195,0.0,1,0,1,0.961616,1.0,1,2,2,1,0,0.961616,1.0,1,2,1,0.899195,1,0.960488,0.0,1,2,44,23,test,learned,0,2048
proximity,4,32,0,1.110986,0.0,1,0,1,0.911974,1.0,1,2,0,1,0,0.911974,1.0,1,2,1,0.840746,1,0.840746,1.0,0,3,45,23,test,learned,0,2048
learned,4,32,0,1.03772,0.0,1,0,1,0.988301,1.0,1,2,1,1,1,0.987348,1.0,1,2,1,0.987348,1,1.015875,1.0,0,2,46,23,test,learned,0,2048
indexed,4,32,1,0.954361,0.0,1,0,0,1.062795,1.0,1,2,2,0,0,1.062795,1.0,1,2,1,0.954361,0,1.090641,0.666667,0,3,47,23,test,learned,0,2048
proximity,4,32,1,0.81262,0.0,1,0,1,0.699091,1.0,1,2,0,1,0,0.700315,1.0,1,2,1,0.668277,1,0.668277,0.333333,0,3,48,23,test,learned,0,2048
interaction,4,32,0,1.092558,0.0,1,0,0,1.067757,1.0,1,2,1,0,0,1.06989,1.0,1,2,0,1.067757,0,1.153825,1.0,0,3,49,23,test,learned,1,2048
indexed,4,32,1,0.900243,0.0,1,0,0,0.959943,1.0,1,2,2,0,0,0.959943,1.0,1,2,1,0.900243,0,0.962528,1.0,1,2,50,23,test,learned,0,2048
proximity,4,32,1,0.677532,0.0,1,0,1,0.619183,1.0,1,2,0,1,0,0.619183,1.0,1,2,1,0.601144,1,0.601144,1.0,0,3,51,23,test,learned,0,2048
interaction,4,32,0,1.083232,0.0,1,0,0,1.042621,1.0,1,2,1,0,0,1.042621,1.0,1,2,0,1.042621,0,1.053908,1.0,0,3,52,23,test,learned,1,2048
indexed,4,32,1,0.897946,0.0,1,0,1,0.968017,1.0,1,2,2,1,0,0.968017,1.0,1,2,1,0.897946,1,0.963532,1.0,1,2,53,23,test,learned,0,2048
interaction,4,32,0,1.089415,0.0,1,0,1,0.891987,1.0,1,2,0,1,0,0.891987,1.0,1,2,1,0.891987,1,0.89624,1.0,1,2,54,23,test,learned,1,2048
proximity,4,32,0,1.028678,0.0,1,0,1,0.985079,0.0,1,2,1,1,0,0.98874,1.0,1,2,1,0.978185,1,0.978185,0.666667,0,3,55,23,test,learned,0,2048
indexed,4,32,1,0.906845,0.0,1,0,0,0.988194,1.0,1,2,2,0,0,0.988194,1.0,1,2,1,0.906845,1,0.96183,1.0,1,2,56,23,test,learned,0,2048
learned,4,32,0,1.468291,0.0,1,0,0,1.453164,0.0,1,2,0,0,1,1.44809,1.0,1,2,0,1.44809,0,1.456565,1.0,1,2,57,23,test,learned,0,2048
interaction,4,32,0,1.066717,0.0,1,0,0,1.02678,1.0,1,2,1,0,0,1.02678,1.0,1,2,0,1.02678,1,1.035847,1.0,0,3,58,23,test,learned,1,2048
indexed,4,32,1,0.936312,0.0,1,0,0,0.999121,1.0,1,2,2,0,0,0.999121,1.0,1,2,1,0.936312,0,1.035198,0.666667,0,3,59,23,test,learned,0,2048
interaction,4,32,0,1.468776,0.0,1,0,0,1.446386,1.0,1,2,0,0,0,1.446386,1.0,1,2,0,1.446386,0,1.446598,0.0,1,2,60,23,test,learned,1,2048
proximity,4,32,0,1.108419,0.0,1,0,0,1.070862,1.0,1,2,1,0,0,1.070862,1.0,1,2,0,1.064133,0,1.064133,0.0,1,2,61,23,test,learned,0,2048
indexed,4,32,1,0.927403,0.0,1,0,0,1.006375,1.0,1,2,2,0,0,1.006375,1.0,1,2,1,0.927403,0,0.990856,0.0,1,2,62,23,test,learned,0,2048
proximity,4,32,0,1.401133,0.0,1,0,0,1.35241,0.0,1,2,0,0,0,1.366589,1.0,1,2,0,1.280362,0,1.280362,0.666667,0,3,63,23,test,learned,0,2048
proximity,4,32,0,0.954561,0.0,1,0,1,0.912805,1.0,1,2,1,1,0,0.910674,1.0,1,2,1,0.908251,1,0.908251,1.0,1,2,64,23,test,learned,0,2048
indexed,4,32,1,0.891153,0.0,1,0,1,0.977583,1.0,1,2,2,1,0,0.977583,1.0,1,2,1,0.891153,1,1.035334,1.0,0,3,65,23,test,learned,0,2048
proximity,4,32,0,1.386362,0.0,1,0,0,1.315923,1.0,1,2,0,0,0,1.315923,1.0,1,2,0,1.207806,0,1.207806,0.333333,0,3,66,23,test,learned,0,2048
proximity,4,32,0,0.959037,0.0,1,0,1,0.911672,1.0,1,2,1,1,0,0.911672,1.0,1,2,1,0.896005,1,0.896005,1.0,0,3,67,23,test,learned,0,2048
indexed,4,32,1,0.923204,0.0,1,0,0,0.988072,1.0,1,2,2,0,0,0.988072,1.0,1,2,1,0.923204,0,0.992392,1.0,1,2,68,23,test,learned,0,2048
proximity,4,32,1,0.726052,0.0,1,0,1,0.648508,1.0,1,2,0,1,0,0.648508,1.0,1,2,1,0.636266,1,0.636266,0.333333,0,3,69,23,test,learned,0,2048
interaction,4,32,0,1.048347,0.0,1,0,1,0.983737,1.0,1,2,1,1,0,0.983737,1.0,1,2,1,0.983737,1,0.985832,1.0,1,2,70,23,test,learned,1,2048
indexed,4,32,1,0.882024,0.0,1,0,1,0.929248,1.0,1,2,2,1,0,0.932107,0.0,1,2,1,0.882024,1,0.929248,1.0,1,2,71,23,test,learned,0,2048
learned,4,32,1,0.751594,0.0,1,0,1,0.671002,0.0,1,2,0,1,1,0.671002,0.0,1,2,1,0.671002,1,0.672556,0.0,1,2,72,23,test,learned,0,2048
proximity,4,32,0,0.955477,0.0,1,0,1,0.907233,1.0,1,2,1,1,0,0.908034,1.0,1,2,1,0.891776,1,0.891776,0.0,0,3,73,23,test,learned,0,2048
indexed,4,32,1,0.898907,0.0,1,0,1,0.971697,1.0,1,2,2,1,0,0.971697,1.0,1,2,1,0.898907,1,1.02981,0.333333,0,3,74,23,test,learned,0,2048
proximity,4,32,0,1.246325,0.0,1,0,0,1.056885,1.0,1,2,0,0,0,1.056885,1.0,1,2,1,0.933051,1,0.933051,0.666667,0,3,75,23,test,learned,0,2048
interaction,4,32,0,0.999293,0.0,1,0,1,0.945572,1.0,1,2,1,1,0,0.945572,1.0,1,2,1,0.945572,1,0.945957,1.0,1,2,76,23,test,learned,1,2048
indexed,4,32,1,0.927527,0.0,1,0,0,1.034512,1.0,1,2,2,0,0,1.034512,1.0,1,2,1,0.927527,0,1.019826,1.0,0,2,77,23,test,learned,0,2048
proximity,4,32,1,0.780094,0.0,1,0,1,0.686759,1.0,1,2,0,1,0,0.686534,1.0,1,2,1,0.667514,1,0.667514,1.0,0,3,78,23,test,learned,0,2048
interaction,4,32,0,1.107995,0.0,1,0,0,1.08593,1.0,1,2,1,0,0,1.08593,1.0,1,2,0,1.08593,0,1.094772,1.0,1,2,79,23,test,learned,1,2048
indexed,4,32,0,0.980629,0.0,1,0,0,1.093082,1.0,1,2,2,0,0,1.093082,1.0,1,2,0,0.980629,0,1.101132,1.0,0,3,80,23,test,learned,0,2048
proximity,4,32,0,1.366377,0.0,1,0,0,1.310639,1.0,1,2,0,0,0,1.310639,1.0,1,2,0,1.172651,0,1.172651,1.0,0,3,81,23,test,learned,0,2048
indexed,4,32,0,1.19619,0.0,1,0,0,1.262976,1.0,1,2,1,0,0,1.262976,1.0,1,2,0,1.19619,0,1.291439,1.0,0,3,82,23,test,learned,0,2048
indexed,4,32,1,0.917908,0.0,1,0,1,1.046031,1.0,1,2,2,1,0,1.046031,1.0,1,2,1,0.917908,1,1.030948,1.0,0,2,83,23,test,learned,0,2048
interaction,4,32,1,0.717144,0.0,1,0,1,0.634292,1.0,1,2,0,1,0,0.634292,1.0,1,2,1,0.634292,1,0.640419,1.0,1,2,84,23,test,learned,1,2048
proximity,4,32,0,0.981174,0.0,1,0,1,0.938741,1.0,1,2,1,1,0,0.938741,1.0,1,2,1,0.909093,1,0.909093,1.0,0,3,85,23,test,learned,0,2048
indexed,4,32,1,0.927036,0.0,1,0,0,0.989648,1.0,1,2,2,0,0,0.989648,1.0,1,2,1,0.927036,0,1.049953,1.0,0,3,86,23,test,learned,0,2048
interaction,4,32,0,1.243766,0.0,1,0,0,1.15038,0.0,1,2,0,0,0,1.15038,0.0,1,2,0,1.15038,0,1.158029,1.0,1,2,87,23,test,learned,1,2048
proximity,4,32,0,1.06607,0.0,1,0,0,1.01831,1.0,1,2,1,0,0,1.01831,1.0,1,2,1,1.012351,1,1.012351,1.0,0,3,88,23,test,learned,0,2048
indexed,4,32,1,0.876854,0.0,1,0,1,0.950917,1.0,1,2,2,1,0,0.950917,1.0,1,2,1,0.876854,1,1.001887,1.0,0,3,89,23,test,learned,0,2048
