accuracy,budget,causal_k,excess_over_oracle,interaction_mode,loss,oracle_accuracy,oracle_loss,oracle_match_rate,policy,propagation_steps,reranker_steps,retriever_steps,safe_margin,safe_uses_reranker,seed,selected_indexed_rate,selected_interaction_rate,selected_learned_rate,selected_proximity_rate,static_mode_from_validation,test_samples,total_objects_n,validation_reranker_loss,validation_samples,validation_static_loss
0.555556,4,16,0.098618,pairwise,0.98545,0.655556,0.886832,0.466667,deployed_reranker,40,600,400,0.005,,23,0.577778,0.0,0.0,0.422222,indexed,90,2048,0.891564,180,0.891254
0.522222,4,16,0.082766,pairwise,0.969598,0.655556,0.886832,0.377778,validation_safe_reranker,40,600,400,0.005,0,23,1.0,0.0,0.0,0.0,indexed,90,2048,0.891564,180,0.891254
0.522222,4,16,0.082766,pairwise,0.969598,0.655556,0.886832,0.377778,margin_safe_reranker,40,600,400,0.005,0,23,1.0,0.0,0.0,0.0,indexed,90,2048,0.891564,180,0.891254
0.655556,4,16,0.0,pairwise,0.886832,0.655556,0.886832,1.0,oracle_over_retrievers,40,600,400,0.005,,23,0.377778,0.188889,0.044444,0.388889,indexed,90,2048,0.891564,180,0.891254
0.466667,4,32,0.027789,pairwise,1.025025,0.511111,0.997236,0.377778,static_indexed,40,600,400,0.005,,11,1.0,0.0,0.0,0.0,indexed,90,2048,0.975378,180,0.974949
0.455556,4,32,0.039687,pairwise,1.036922,0.511111,0.997236,0.311111,static_proximity,40,600,400,0.005,,11,0.0,0.0,0.0,1.0,indexed,90,2048,0.975378,180,0.974949
0.477778,4,32,0.027243,pairwise,1.024479,0.511111,0.997236,0.266667,static_interaction,40,600,400,0.005,,11,0.0,1.0,0.0,0.0,indexed,90,2048,0.975378,180,0.974949
0.466667,4,32,0.027318,pairwise,1.024553,0.511111,0.997236,0.044444,static_learned,40,600,400,0.005,,11,0.0,0.0,1.0,0.0,indexed,90,2048,0.975378,180,0.974949
0.466667,4,32,0.027789,pairwise,1.025025,0.511111,0.997236,0.377778,static_validation_choice,40,600,400,0.005,,11,1.0,0.0,0.0,0.0,indexed,90,2048,0.975378,180,0.974949
0.466667,4,32,0.028753,pairwise,1.025988,0.511111,0.997236,0.366667,deployed_reranker,40,600,400,0.005,,11,0.977778,0.0,0.0,0.022222,indexed,90,2048,0.975378,180,0.974949
